,car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
884,Jaguar D Type 3.4L - [1954],250,6000,242.0,4000.0,4.7,3442.0,210.0,162.0,260.0,289.3,1954,1950s,Jaguar,0.864154856550294,280.0424
885,Lexus LS 400 4.0 V8 - [1989],250,6500,260.0,4400.0,0.0,3969.0,242.2,155.0,249.0,147.0,1989,1980s,Lexus,1.70068027210884,152.88
886,Bristol 410 5.2 V8 - [1967],250,4400,340.0,2800.0,0.0,5210.0,317.9,130.0,209.0,156.2,1967,1960s,Bristol,1.60051216389245,212.43200000000002
887,Holden Monaro GTS 327 5.4 V8 - [1968],250,4800,325.0,3200.0,0.0,5354.0,326.7,114.0,183.0,167.2,1968,1960s,Holden,1.49521531100478,217.36
888,Oldsmobile Aurora 4.0 V8 - [2001],250,5600,260.0,4400.0,0.0,3995.0,243.7,140.0,225.0,144.9,2001,2000s,Oldsmobile,1.72532781228433,150.696
889,Volvo V40 T5 2.5 Turbo - [2012],250,5400,295.0,1800.0,0.0,2497.0,152.3,155.0,249.0,166.8,2012,2010s,Volvo,1.4988009592326101,196.824
890,Caterham Super 7 JPE - [1992],250,7750,186.0,6250.0,3.5,1998.0,121.9,146.0,234.0,463.8,1992,1990s,Caterham,0.5390254420008621,345.0672
891,Tesla Roadster Electric 248bhp - [2009],248,8000,211.0,6000.0,3.9,0.0,0.0,125.0,201.0,203.2,2009,2000s,Tesla,1.22047244094488,172.883870967742
892,Chevrolet Chevelle-Malibu SS 454 Coupe 4 Speed 2nd Gen - [1973],248,4000,375.0,2800.0,0.0,7443.0,454.2,116.0,186.0,138.8,1973,1970s,Chevrolet,1.78674351585014,209.879032258065
893,Saab 9-3 2.8t Aero Convertible - [2008],247,5500,258.0,1800.0,0.0,2792.0,170.3,149.0,239.0,147.0,2008,2000s,Saab,1.68027210884354,153.546558704453
894,Subaru Impreza WRX STI V1 - Classic (JDM) - [1994],247,6500,228.0,3500.0,4.7,1994.0,121.6,135.0,217.0,200.8,1994,1990s,Subaru,1.2300796812748997,185.353846153846
895,Subaru Impreza WRX STI V1 - Classic (JDM) Wagon - [1994],247,6500,228.0,3500.0,4.6,1994.0,121.6,135.0,217.0,192.9,1994,1990s,Subaru,1.28045619491965,178.06153846153802
896,Subaru Impreza WRX - Classic (JDM) Wagon - [1997],247,5000,226.0,4000.0,0.0,1994.0,121.6,135.0,217.0,192.9,1997,1990s,Subaru,1.28045619491965,176.49959514169998
897,Porsche Panamera 3.0 V6 Turbo Diesel - [2011],247,3800,406.0,1750.0,0.0,2967.0,181.0,150.0,241.0,131.3,2011,2010s,Porsche,1.8811881188118798,215.82105263157902
898,Volkswagen(VW) Golf R32 - [2005],247,6300,236.0,2500.0,0.0,3189.0,194.6,155.0,249.0,160.2,2005,2000s,Volkswagen(VW),1.5418227215979998,153.065587044534
899,Nissan Skyline R33 GTS25t Coupe - [1993],247,6400,217.0,4800.0,0.0,2498.0,152.4,143.0,230.0,181.6,1993,1990s,Nissan,1.36013215859031,159.54331983805702
900,Nissan Silvia S15 Spec R - [1999],247,6400,203.0,4800.0,0.0,1998.0,121.9,155.0,249.0,199.1,1999,1990s,Nissan,1.24058262179809,163.632793522267
901,Mastretta MXT 2.0 Turbo - [2010],247,5200,250.0,3950.0,0.0,1999.0,121.9,149.0,239.0,265.5,2010,2010s,Mastretta,0.9303201506591341,268.724696356275
902,Ford Focus Wagon ST - [2011],247,5500,251.0,1750.0,0.0,1999.0,121.9,154.0,247.0,178.2,2011,2010s,Ford,1.3860830527497199,181.085829959514
903,Porsche 944 Turbo Cabriolet - [1991],247,6000,258.0,4000.0,0.0,2479.0,151.2,162.0,260.0,176.4,1991,1990s,Porsche,1.40022675736961,184.25587044534402
904,Alpine A610 3.0 V6 - [1991],247,5750,258.0,2900.0,0.0,2975.0,181.5,166.0,267.0,173.9,1991,1990s,Alpine,1.42035652673951,181.644534412955
905,Bentley T 2 6.8 V8 - [1977],247,4500,398.0,2500.0,0.0,6750.0,411.9,118.0,189.0,110.5,1977,1970s,Bentley,2.23529411764706,178.052631578947
906,Mitsubishi Lancer Evo I RS - [1992],247,6000,228.0,3000.0,0.0,1997.0,121.8,112.0,180.0,199.1,1992,1990s,Mitsubishi,1.24058262179809,183.784615384615
907,Mercedes 600 Coupe W100 - [1965],247,4000,369.0,2800.0,0.0,6332.0,386.4,127.0,204.0,100.8,1965,1960s,Mercedes,2.45039682539683,150.587854251012
908,Alfa-Romeo 147 GTA - [2002],246,6200,221.0,4800.0,0.0,3179.0,193.9,146.0,234.0,180.8,2002,2000s,Alfa-Romeo,1.36061946902655,162.426016260163
909,Audi TT 3.2 V6 Quattro S-Line - [2009],246,6300,236.0,3000.0,0.0,3189.0,194.6,155.0,249.0,172.0,2009,2000s,Audi,1.43023255813953,165.008130081301
910,Audi TT 3.2 V6 Quattro - [2004],246,6300,236.0,6300.0,0.0,3189.0,194.6,155.0,249.0,161.8,2004,2000s,Audi,1.5203955500618003,155.222764227642
911,Porsche 911 Carrera 2 - [1998],246,6100,229.0,4800.0,0.0,3600.0,219.6,168.0,270.0,182.2,1998,1990s,Porsche,1.3501646542261299,169.608943089431
912,Alfa-Romeo 156 GTA 3.2 V6 Sportwagon - [2002],246,4600,221.0,4800.0,0.0,3179.0,193.9,155.0,249.0,168.4,2002,2000s,Alfa-Romeo,1.46080760095012,151.286178861789
913,Chevrolet Camaro 5.7 V8 Z28 - [1991],245,4400,345.0,3200.0,0.0,5733.0,349.8,146.0,234.0,161.1,1991,1990s,Chevrolet,1.52079453755431,226.855102040816
914,Lotus Exige 240 R - [2005],243,8000,174.0,7000.0,3.9,1796.0,109.5,155.0,249.0,261.2,2005,2000s,Lotus,0.930321592649311,187.032098765432
915,Volvo 850 2.3 T5 R - [1995],243,5600,300.0,2000.0,0.0,2319.0,141.5,144.0,231.0,171.1,1995,1990s,Volvo,1.42022209234366,211.234567901235
916,Porsche Cayman 2.7 - [2006],242,6500,201.0,4600.0,0.0,2687.0,163.9,162.0,260.0,186.1,2006,2000s,Porsche,1.30037614185922,154.570661157025
917,Audi A5 Sportback 3.0 TDI - [2011],242,4000,369.0,1400.0,0.0,2967.0,181.0,155.0,249.0,136.7,2011,2010s,Audi,1.77029992684711,208.439256198347
918,Audi A6 3.0 TDI Quattro - [2012],242,4000,428.0,1750.0,0.0,2967.0,181.0,155.0,249.0,131.8,2012,2010s,Audi,1.8361153262518999,233.10082644628102
919,Mercedes SL Class 500SL V8 R107 - [1985],242,4750,295.0,3750.0,0.0,4973.0,303.4,134.0,215.0,150.7,1985,1980s,Mercedes,1.6058394160583898,183.70454545454498
920,Porsche 924 Carrera GTS (937) - [1981],242,6250,247.0,3000.0,0.0,1984.0,121.0,155.0,249.0,215.8,1981,1980s,Porsche,1.1214087117701599,220.25867768595
921,Subaru Legacy 3.0 R Spec B - [2005],241,6600,219.0,4200.0,0.0,3000.0,183.0,151.0,243.0,159.0,2005,2000s,Subaru,1.5157232704402501,144.485477178423
922,Porsche 928 4.5 V8 - [1977],241,5250,268.0,3600.0,0.0,4474.0,273.0,143.0,230.0,166.2,1977,1970s,Porsche,1.4500601684717198,184.819917012448
923,Alfa-Romeo 166 3.2 V6 04-05 - [1999],240,6200,213.0,4800.0,0.0,3179.0,193.9,152.0,244.0,155.8,1999,1990s,Alfa-Romeo,1.54043645699615,138.2725
924,Alfa-Romeo GT 3.2 V6 Lusso - [2004],240,6200,221.0,4800.0,0.0,3179.0,193.9,149.0,239.0,170.2,2004,2000s,Alfa-Romeo,1.41010575793185,156.725833333333
925,Alfa-Romeo GTV 3.2 V6 Lusso - [1996],240,6200,221.0,4800.0,0.0,3179.0,193.9,158.0,254.0,175.1,1996,1990s,Alfa-Romeo,1.3706453455168501,161.237916666667
926,Aston-Martin DB4 1958 - [1958],240,5500,240.0,4250.0,0.0,3670.0,223.9,141.0,226.0,183.4,1958,1950s,Aston-Martin,1.30861504907306,183.4
927,Honda S2000 2.2i - [2004],240,8300,153.0,7500.0,0.0,2157.0,131.6,149.0,239.0,186.6,2004,2000s,Honda,1.28617363344051,118.9575
928,Jaguar S Type 3.0 V6 Sport - [2001],240,0,221.0,0.0,0.0,2967.0,181.0,146.0,234.0,143.8,2001,2000s,Jaguar,1.66898470097357,132.41583333333298
929,Lotus Esprit 2.0 Turbo GT3 - [1996],240,6250,217.0,3750.0,0.0,1973.0,120.4,163.0,262.0,195.2,1996,1990s,Lotus,1.22950819672131,176.49333333333303
930,Pontiac G6 GTP 3.9 V6 - [2006],240,6000,241.0,2800.0,0.0,3880.0,236.7,130.0,209.0,149.5,2006,2000s,Pontiac,1.6053511705685601,150.122916666667
931,Porsche 968 3.0 Turbo - [1992],240,6200,225.0,4100.0,0.0,2990.0,182.4,153.0,246.0,169.0,1992,1990s,Porsche,1.42011834319527,158.4375
932,Porsche 968 Club Sport - [1993],240,6200,225.0,4100.0,0.0,2990.0,182.4,150.0,241.0,179.7,1993,1990s,Porsche,1.3355592654423998,168.46875
933,Porsche Cayenne 3.0 V6 Turbo Diesel - [2009],240,4000,406.0,2000.0,0.0,2967.0,181.0,133.0,214.0,107.1,2009,2000s,Porsche,2.2408963585434196,181.1775
934,Toyota MR2 Mk2 Turbo Rev 3 - [1993],240,6000,224.0,4000.0,0.0,1998.0,121.9,152.0,244.0,190.4,1993,1990s,Toyota,1.26050420168067,177.706666666667
935,TVR Cerbera 4.0 - [2004],240,5250,270.0,4000.0,0.0,4475.0,273.0,152.0,244.0,218.1,2004,2000s,TVR,1.10041265474553,245.3625
936,Mercedes 300 SL II Roadster W198 - [1957],240,6100,217.0,4800.0,0.0,2996.0,182.8,155.0,249.0,180.4,1957,1950s,Mercedes,1.33037694013304,163.111666666667
937,Ferrari 250 GT 3.0L V12 - [1959],240,7000,181.0,5000.0,0.0,2953.0,180.2,150.0,241.0,187.9,1959,1950s,Ferrari,1.27727514635444,141.70791666666702
938,Dodge Challenger Rallye 340 - [1972],240,4800,290.0,3600.0,0.0,5565.0,339.5,112.0,180.0,153.1,1972,1970s,Dodge,1.5676028739386,184.99583333333302
939,Alfa-Romeo 4C 1.8 Turbo - [2013],240,6000,258.0,2100.0,4.4,1742.0,106.3,155.0,249.0,268.1,2013,2010s,Alfa-Romeo,0.895188362551287,288.2075
940,Honda S2000 2.2 Type S - [2007],239,7800,163.0,6500.0,0.0,2157.0,131.6,149.0,239.0,189.6,2007,2000s,Honda,1.26054852320675,129.308786610879
941,Mitsubishi Lancer GSR Ralliart Sportback SST - [2008],237,6000,253.0,2550.0,0.0,1998.0,121.9,143.0,230.0,153.8,2008,2000s,Mitsubishi,1.5409622886866101,164.183122362869
942,Volkswagen(VW) Golf R32 - [2002],237,6250,236.0,2800.0,0.0,3189.0,194.6,153.0,246.0,152.7,2002,2000s,Volkswagen(VW),1.55206286836935,152.055696202532
943,Subaru Impreza WRX - Classic (JDM) - [1992],237,6000,224.0,5000.0,0.0,1994.0,121.6,155.0,249.0,197.5,1992,1990s,Subaru,1.2,186.666666666667
944,Subaru Impreza WRX Type RA - Classic (JDM) - [1992],237,6000,224.0,5000.0,0.0,1994.0,121.6,135.0,217.0,202.5,1992,1990s,Subaru,1.17037037037037,191.39240506329102
945,Subaru Impreza WRX - Classic (JDM) Wagon - [1996],237,6000,224.0,3000.0,0.0,1994.0,121.6,135.0,217.0,185.1,1996,1990s,Subaru,1.28038897893031,174.946835443038
946,Subaru Impreza WRX STI V3 V-Limited - (JDM) Wagon - [1997],237,6000,224.0,3000.0,0.0,1994.0,121.6,135.0,217.0,185.1,1997,1990s,Subaru,1.28038897893031,174.946835443038
947,Subaru Impreza WRX Wagon - Classic (JDM) - [1999],237,6000,228.0,4000.0,0.0,1994.0,121.6,135.0,217.0,185.1,1999,1990s,Subaru,1.28038897893031,178.07088607594898
948,Ferrari 308 GTS QV 3.0l V8 - [1982],237,7000,192.0,5000.0,0.0,2927.0,178.6,156.0,251.0,184.2,1982,1980s,Ferrari,1.2866449511400702,149.225316455696
949,Ferrari 308 GTB QV 3.0l V8 - [1982],237,7000,192.0,5000.0,0.0,2927.0,178.6,156.0,251.0,185.8,1982,1980s,Ferrari,1.27556512378902,150.521518987342
950,Mercedes SL Class 500SL V8 R107 - [1980],237,5000,296.0,3200.0,0.0,4973.0,303.4,140.0,225.0,153.8,1980,1980s,Mercedes,1.5409622886866101,192.08776371308
951,Land-Rover Evoque 2.0 Si4 - [2010],237,6000,251.0,1750.0,0.0,1999.0,121.9,135.0,217.0,144.5,2010,2010s,Land-Rover,1.6401384083045,153.03586497890302
952,Alfa-Romeo GTV 3.2 V6 24v - [2003],237,6200,213.0,4800.0,0.0,3179.0,193.9,158.0,254.0,164.0,2003,2000s,Alfa-Romeo,1.4451219512195101,147.392405063291
953,Caterham 7 485 2.0L - [2013],237,8500,152.0,6300.0,3.3,1999.0,121.9,140.0,225.0,451.4,2013,2010s,Caterham,0.5250332299512629,289.505485232067
954,Audi A5 3.0tdi Quattro Cabriolet - [2009],236,4400,369.0,3000.0,0.0,2967.0,181.0,140.0,225.0,126.8,2009,2000s,Audi,1.86119873817035,198.259322033898
955,Mazda RX7 Turbo - [1992],236,6500,217.0,5000.0,0.0,1308.0,79.8,156.0,251.0,180.1,1992,1990s,Mazda,1.31038312048862,165.60042372881398
956,TVR Chimaera 4.0 - [1992],235,5500,260.0,4500.0,0.0,3950.0,241.0,152.0,244.0,221.6,1992,1990s,TVR,1.06046931407942,245.174468085106
957,Alfa-Romeo Giulietta 235 Cloverleaf - [2010],235,5500,251.0,1900.0,0.0,1742.0,106.3,150.0,241.0,178.0,2010,2010s,Alfa-Romeo,1.32022471910112,190.11914893617
958,Jaguar XJ V6 - [2012],235,6800,216.0,4100.0,0.0,2967.0,181.0,148.0,238.0,135.4,2012,2010s,Jaguar,1.7355982274741497,124.452765957447
959,Plymouth Barracuda S 273 - [1965],235,5200,280.0,4000.0,0.0,4492.0,274.1,118.0,189.0,161.9,1965,1960s,Plymouth,1.45151327980235,192.902127659574
960,Infiniti FX 30d 3.0 V6 Diesel - [2011],235,3750,406.0,1750.0,0.0,2993.0,182.6,132.0,212.0,108.0,2011,2010s,Infiniti,2.17592592592593,186.58723404255298
961,Toyota Supra 3.0 Turbo - [1988],232,5600,254.0,3200.0,0.0,2954.0,180.2,144.0,231.0,144.7,1988,1980s,Toyota,1.6033172080165903,158.421551724138
962,BMW 5 Series 530i Saloon E39 - [1996],231,0,221.0,0.0,0.0,2979.0,181.7,155.0,249.0,143.9,1996,1990s,BMW,1.6052814454482298,137.67056277056298
963,Jaguar X Type 3.0 V6 Sport - [2001],231,6300,210.0,3200.0,0.0,2968.0,181.1,146.0,234.0,148.5,2001,2000s,Jaguar,1.55555555555556,135.0
964,Mazda RX8 R3 231ps - [2008],231,8200,156.0,5500.0,0.0,1308.0,79.8,146.0,234.0,166.1,2008,2000s,Mazda,1.3907284768211898,112.171428571429
965,Audi Coupe S2 2.2T Quattro - [1993],230,5900,257.0,1950.0,0.0,2226.0,135.8,150.0,241.0,155.9,1993,1990s,Audi,1.47530468248877,174.201304347826
966,Caterham 7 Superlight R500 - [2000],230,8600,155.0,7200.0,3.4,1796.0,109.5,145.0,233.0,511.1,2000,2000s,Caterham,0.45000978282136606,344.436956521739
967,Renault Clio 3.0 V6 230 - [2002],230,6000,221.0,3750.0,0.0,2946.0,179.7,147.0,236.0,164.2,2002,2000s,Renault,1.40073081607795,157.774782608696
968,Saab 9-3 Viggen 2.3L Turbo - [2001],230,5500,258.0,2500.0,0.0,2290.0,139.7,160.0,257.0,159.9,2001,2000s,Saab,1.4383989993746102,179.366086956522
969,DeTomaso Mangusta 4.9 V8 - [1966],230,4500,340.0,3500.0,0.0,4942.0,301.5,150.0,241.0,166.3,1966,1960s,DeTomaso,1.3830426939266398,245.83478260869597
970,Mazda RX8 1.3 - [2003],228,8500,156.0,5500.0,0.0,1308.0,79.8,146.0,234.0,163.5,2003,2000s,Mazda,1.39449541284404,111.868421052632
971,Porsche 911 Carrera - [1984],228,5900,209.0,4800.0,0.0,3164.0,193.0,153.0,246.0,178.1,1984,1980s,Porsche,1.28017967434026,163.25833333333298
972,Porsche Boxster 2.7 Roadster - [1999],228,6300,192.0,4700.0,0.0,2687.0,163.9,155.0,249.0,178.8,1999,1990s,Porsche,1.2751677852349,150.568421052632
973,BMW 3 Series 330ci E46/2 - [2006],228,5900,221.0,3500.0,0.0,2979.0,181.7,155.0,249.0,151.4,2006,2000s,BMW,1.50594451783355,146.751754385965
974,BMW 3 Series 330ci E46 - [2001],228,5900,221.0,3500.0,0.0,2979.0,181.7,153.0,246.0,136.1,2001,2000s,BMW,1.6752387950036698,131.92149122806998
975,BMW i8 Hybrid - [2013],228,3000,236.0,3700.0,4.3,1499.0,91.4,155.0,249.0,153.0,2013,2010s,BMW,1.4901960784313704,158.36842105263202
976,Ford Escort RS Cosworth - [1992],227,6250,224.0,3500.0,0.0,1993.0,121.6,137.0,220.0,173.6,1992,1990s,Ford,1.30760368663594,171.30572687224702
977,Volvo C30 2.5T 230bhp R Design - [2007],227,5000,236.0,5000.0,0.0,2521.0,153.8,149.0,239.0,159.6,2007,2000s,Volvo,1.4223057644110302,165.927753303965
978,Volkswagen(VW) Golf GTi Edition 30 DSG - [2006],227,5500,221.0,2200.0,0.0,1984.0,121.0,151.0,243.0,164.9,2006,2000s,Volkswagen(VW),1.37659187386295,160.54140969163
979,Mercedes SL Class 560SL V8 R107 - [1986],227,4750,275.0,3250.0,0.0,5547.0,338.5,149.0,239.0,140.2,1986,1980s,Mercedes,1.6191155492154101,169.845814977974
980,Volvo S40 T5 2.5 Turbo AWD - [2007],227,5000,236.0,1500.0,0.0,2521.0,153.8,143.0,230.0,142.7,2007,2000s,Volvo,1.5907498248072902,148.357709251101
981,Vauxhall-Opel Omega Evolution 500 - [2000],227,6700,207.0,3500.0,0.0,2969.0,181.1,143.0,230.0,145.3,2000,2000s,Vauxhall-Opel,1.56228492773572,132.498237885463
982,Volkswagen(VW) Golf GTI Performance DSG 2.0 Turbo - [2013],227,4700,258.0,1500.0,0.0,1984.0,121.0,154.0,247.0,161.9,2013,2010s,Volkswagen(VW),1.4021000617665202,184.00969162995602
983,Nissan 300ZX 3.0 V6 Turbo - [1984],226,5400,240.0,4400.0,0.0,2960.0,180.6,147.0,236.0,160.2,1984,1980s,Nissan,1.41073657927591,170.12389380531
984,Lancia Thesis 3.2 V6 24v Comfortronic - [2003],226,6200,213.0,4800.0,0.0,3179.0,193.9,149.0,239.0,124.1,2003,2000s,Lancia,1.82111200644641,116.961504424779
985,Audi A3 S3 1.8T Quattro - [2002],225,2800,207.0,2100.0,0.0,1781.0,108.6,151.0,243.0,158.4,2002,2000s,Audi,1.42045454545455,145.72799999999998
986,Renault Megane 2.0 T Renaultsport Trophy 225 - [2002],225,5500,221.0,3000.0,0.0,1998.0,121.9,147.0,236.0,166.0,2002,2000s,Renault,1.3554216867469902,163.048888888889
987,Mercedes SLC 450 C107 - [1971],225,5000,279.0,3000.0,0.0,4520.0,275.8,134.0,215.0,137.6,1971,1970s,Mercedes,1.63517441860465,170.62400000000002
988,Ford Mustang GT 4.9 V8 - [1982],225,4400,300.0,3000.0,0.0,4942.0,301.5,142.0,228.0,151.7,1982,1980s,Ford,1.4831905075807499,202.266666666667
989,Jaguar XJ S 3.6 Coupe - [1983],225,5300,240.0,4000.0,0.0,3590.0,219.0,142.0,228.0,135.5,1983,1980s,Jaguar,1.6605166051660503,144.533333333333
990,Ford Thunderbird 312 - [1956],225,4600,324.0,2600.0,0.0,5116.0,312.1,113.0,181.0,142.8,1956,1950s,Ford,1.5756302521008403,205.632
991,Alfa-Romeo 164 3.0 V6 Quadrifoglio - [1993],225,6300,207.0,5000.0,0.0,2959.0,180.5,152.0,244.0,149.0,1993,1990s,Alfa-Romeo,1.5100671140939599,137.08
992,Subaru Impreza WRX - Hatch - [2008],224,5200,226.0,2800.0,0.0,2457.0,149.9,130.0,209.0,147.9,2008,2000s,Subaru,1.51453684922245,149.220535714286
993,Ford Sierra RS 500 - [1987],224,6000,204.0,4500.0,0.0,1994.0,121.6,154.0,247.0,185.5,1987,1980s,Ford,1.20754716981132,168.9375
994,Ford Thunderbird 460 7.5 V8 6th Gen - [1972],224,4400,342.0,2800.0,0.0,7536.0,459.8,126.0,202.0,105.3,1972,1970s,Ford,2.12725546058879,160.770535714286
995,Chevrolet Camaro IROC-Z 5.7 V8 - [1987],223,4000,318.0,3200.0,0.0,5733.0,349.8,130.0,209.0,146.2,1987,1980s,Chevrolet,1.5253077975376201,208.482511210762
996,Ford Focus 2.5 ST-2 - [2005],222,6000,236.0,1600.0,0.0,2521.0,153.8,150.0,241.0,159.4,2005,2000s,Ford,1.3927227101631101,169.452252252252
997,Lotus Europa SE 2.0 Turbo - [2008],222,5600,221.0,4000.0,0.0,1998.0,121.9,146.0,234.0,223.1,2008,2000s,Lotus,0.995069475571493,222.09504504504503
998,Maserati 222 E 2.8 V6 BiTurbo - [1988],222,5500,268.0,3500.0,0.0,2790.0,170.2,143.0,230.0,189.4,1988,1980s,Maserati,1.17212249208025,228.645045045045
999,Alfa-Romeo 156 GTA 3.2 V6 - [2002],221,4800,221.0,4800.0,0.0,3179.0,193.9,155.0,249.0,156.7,2002,2000s,Alfa-Romeo,1.41033822590938,156.7
1000,Audi TT 1.8T 225 - [1999],221,5900,207.0,2200.0,0.0,1781.0,108.6,151.0,243.0,150.8,1999,1990s,Audi,1.4655172413793103,141.247058823529
1001,Bentley Brooklands 4d - [1993],221,4000,332.0,1500.0,0.0,6750.0,411.9,128.0,205.0,92.6,1993,1990s,Bentley,2.3866090712742998,139.10950226244302
1002,Ford Mondeo ST220 - [2002],221,6150,204.0,4900.0,0.0,2967.0,181.0,151.0,243.0,142.5,2002,2000s,Ford,1.55087719298246,131.538461538462
1003,Renault Megane Renaultsport 230 F1 Team R26R - [2007],221,5500,229.0,3000.0,0.0,1998.0,121.9,147.0,236.0,164.3,2007,2000s,Renault,1.34510042604991,170.247511312217
1004,Renault Megane Renaultsport 230 F1 Team R26 - [2007],221,5500,229.0,3000.0,0.0,1998.0,121.9,147.0,236.0,164.3,2007,2000s,Renault,1.34510042604991,170.247511312217
1005,Seat Leon 1.8 20vt Cupra R 225 - [2003],221,5900,206.0,2200.0,0.0,1781.0,108.6,150.0,241.0,160.6,2003,2000s,Seat,1.3760896637609,149.699547511312
1006,Subaru Impreza WRX - Blobeye - [2003],221,5600,221.0,4000.0,0.0,1994.0,121.6,143.0,230.0,158.4,2003,2000s,Subaru,1.39520202020202,158.4
1007,Volkswagen(VW) Beetle RSi 3.2 V6 - [2000],221,6200,236.0,3000.0,0.0,3189.0,194.6,140.0,225.0,145.8,2000,2000s,Volkswagen(VW),1.5157750342935499,155.69592760181
1008,Mercedes SL Class 450SL V8 R107 - [1971],221,5000,279.0,3000.0,0.0,4520.0,275.8,134.0,215.0,139.8,1971,1970s,Mercedes,1.5808297567954201,176.489592760181
1009,Alfa-Romeo GTV 3.0 V6 Lusso - [1996],220,6200,199.0,5000.0,0.0,2959.0,180.5,149.0,239.0,155.4,1996,1990s,Alfa-Romeo,1.41570141570142,140.566363636364
1010,Audi A4 3.0 V6 Quattro - [2000],220,6300,221.0,3200.0,0.0,2976.0,181.6,151.0,243.0,146.1,2000,2000s,Audi,1.5058179329226598,146.764090909091
1011,Audi Coupe S2 2.2T Quattro - [1991],220,5500,228.0,1750.0,0.0,2226.0,135.8,148.0,238.0,149.1,1991,1990s,Audi,1.47551978537894,154.52181818181802
1012,Audi Quattro 2.2T - [1990],220,5900,228.0,1950.0,0.0,2226.0,135.8,143.0,230.0,112.8,1990,1990s,Audi,1.95035460992908,116.90181818181802
1013,BMW 3 Series M3 Evolution E30 - [1988],220,6750,181.0,4750.0,0.0,2302.0,140.4,147.0,236.0,183.3,1988,1980s,BMW,1.20021822149482,150.805909090909
1014,Nissan Sunny GTi R - [1992],220,6400,197.0,4800.0,0.0,1998.0,121.9,134.0,215.0,173.3,1992,1990s,Nissan,1.26947489901904,155.18227272727302
1015,Toyota MR2 Mk2 Turbo Rev 1 - [1990],220,6000,203.0,3200.0,0.0,1998.0,121.9,140.0,225.0,176.0,1990,1990s,Toyota,1.25,162.4
1016,Volvo C70 2.5 T5 Coupe Convertible Sport - [2006],220,5000,236.0,1500.0,0.0,2521.0,153.8,150.0,241.0,128.5,2006,2000s,Volvo,1.7120622568093402,137.845454545455
1017,Pontiac Firebird 6.6L Trans Am - [1979],220,4000,319.0,2800.0,0.0,6555.0,400.0,134.0,215.0,135.5,1979,1970s,Pontiac,1.62361623616236,196.475
1018,Lamborghini Urraco 2.5L V8 P250 - [1972],220,7500,166.0,5750.0,0.0,2463.0,150.3,147.0,236.0,176.7,1972,1970s,Lamborghini,1.2450481041313,133.328181818182
1019,AMC Matador X Coupe - [1974],220,4400,315.0,3100.0,0.0,5896.0,359.7,116.0,186.0,122.7,1974,1970s,AMC,1.79299103504482,175.684090909091
1020,Ford Taurus 3.0 V6 SHO - [1988],220,6000,200.0,4800.0,0.0,2986.0,182.2,140.0,225.0,146.6,1988,1980s,Ford,1.50068212824011,133.272727272727
1021,Ford Taurus 3.0 V6 SHO - [1992],220,6000,200.0,4800.0,0.0,2986.0,182.2,140.0,225.0,137.5,1992,1990s,Ford,1.6,125.0
1022,Fiat Coupe 2.0 20V Turbo - [1996],219,5750,229.0,2500.0,0.0,1998.0,121.9,155.0,249.0,167.1,1996,1990s,Fiat,1.31059245960503,174.730136986301
1023,Lotus Exige S 1.8 Supercharged - [2006],218,7800,159.0,5500.0,4.1,1796.0,109.5,148.0,238.0,233.1,2006,2000s,Lotus,0.9352209352209351,170.013302752294
1024,Volvo S40 2.5 T5 AWD - [2006],218,5000,236.0,1500.0,0.0,2521.0,153.8,0.0,0.0,137.8,2006,2000s,Volvo,1.5820029027576201,149.177981651376
1025,Vauxhall-Opel Omega 3.2 V6 Automatic - [2000],218,6000,214.0,3400.0,0.0,3175.0,193.7,149.0,239.0,127.4,2000,2000s,Vauxhall-Opel,1.71114599686028,125.062385321101
1026,Honda Integra 2.0i VTEC Type R DC5 - [2001],217,8000,152.0,7000.0,0.0,1998.0,121.9,140.0,225.0,173.6,2001,2000s,Honda,1.25,121.6
1027,Volvo S40 2.5 T5 Sport - [2003],217,5000,236.0,1500.0,0.0,2521.0,153.8,149.0,239.0,152.9,2003,2000s,Volvo,1.41922825376063,166.287557603687
1028,Subaru Impreza WRX - Classic (JDM) Wagon - [1993],217,6000,206.0,3500.0,0.0,1994.0,121.6,135.0,217.0,177.8,1993,1990s,Subaru,1.22047244094488,168.787096774194
1029,KTM X-Bow 2.0 Turbo - [2007],217,5900,221.0,2200.0,0.0,1984.0,121.0,135.0,217.0,310.0,2007,2000s,KTM,0.7,315.714285714286
1030,Ford Sierra Sapphire RS Cosworth 4x4 - [1990],217,6250,214.0,3500.0,0.0,1993.0,121.6,143.0,230.0,166.6,1990,1990s,Ford,1.30252100840336,164.296774193548
1031,Porsche 944 Turbo - [1984],217,5800,243.0,3500.0,0.0,2479.0,151.2,152.0,244.0,169.5,1984,1980s,Porsche,1.28023598820059,189.808755760369
1032,Volkswagen(VW) Polo R WRC 2.0 Turbo - [2013],217,4500,258.0,2500.0,0.0,1984.0,121.0,151.0,243.0,163.8,2013,2010s,Volkswagen(VW),1.32478632478632,194.748387096774
